Location,Area,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,No additional rooms,Prayer Rooms,Lounge or Sitting Room,Price
"DHA Defence, Lahore, Punjab",10 Marla,4,3,1,1,1,2,1,1,1,1,0,1,1,PKR3.9 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,3,0,0,0,0,0,0,0,0,0,0,0,PKR3.9 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR11.75 Crore
"Bahria Town, Lahore, Punjab",10 Marla,5,5,0,0,1,2,1,0,1,0,0,0,1,PKR4.2 Crore
"Bahria Town, Lahore, Punjab",8 Marla,5,5,0,0,1,2,1,0,1,0,0,0,1,PKR3.1 Crore
"Bahria Town, Lahore, Punjab",10 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR3.65 Crore
"DHA Defence, Lahore, Punjab",1.2 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR7.14 Crore
"Raiwind Road, Lahore, Punjab",3 Marla,3,3,1,1,1,2,1,1,1,1,0,1,1,PKR1.1 Crore
"Punjab University Employees Society, Lahore, Punjab",10 Marla,6,5,1,1,0,0,1,0,1,1,0,1,1,PKR4.25 Crore
"Formanites Housing Scheme, Lahore, Punjab",10 Marla,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR3.1 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR6.45 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,1,1,2,1,1,1,1,0,1,1,PKR7.35 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,1,1,1,0,1,1,PKR2.05 Crore
"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,1,1,1,2,1,0,1,1,0,0,1,PKR2.4 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR7.75 Crore
"LDA Avenue, Lahore, Punjab",10 Marla,-,6,0,0,0,0,0,0,0,0,0,0,0,PKR3.43 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,0,0,2,1,0,1,0,0,0,1,PKR2.8 Crore
"Wapda Town, Lahore, Punjab",5 Marla,3,3,0,1,1,0,1,0,0,0,0,0,1,PKR2.05 Crore
"State Life Housing Society, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,0,0,1,1,PKR5.95 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,0,0,1,1,PKR8.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR11 Crore
"New Lahore City, Lahore, Punjab",4 Marla,4,3,1,1,0,1,1,1,1,1,0,1,1,PKR1.5 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,3,1,1,1,2,1,1,1,1,0,1,1,PKR3.8 Crore
"Al Faisal Town, Lahore, Punjab",1.5 Marla,2,2,0,0,0,1,0,0,0,0,0,0,0,PKR40 Lakh
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,1,0,2,1,1,1,1,0,1,1,PKR4.1 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,3,1,1,1,2,1,1,1,1,0,1,1,PKR3.7 Crore
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,1,0,1,1,1,1,1,0,1,1,PKR1.2 Crore
"Raiwind Road, Lahore, Punjab",5 Marla,4,4,0,0,0,2,1,0,1,0,0,0,0,PKR2.4 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,1,1,1,0,1,1,PKR7.86 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR8 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,1,1,1,1,1,1,1,1,0,1,1,PKR18.5 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,7,6,1,1,1,1,1,1,1,1,0,1,1,PKR37 Crore
"Garden Town, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR9 Crore
"Ferozepur Road, Lahore, Punjab",5 Marla,4,3,1,0,1,2,1,0,1,0,0,0,1,PKR1.85 Crore
"DHA Defence, Lahore, Punjab",1.1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR8.75 Crore
"Wapda Town, Lahore, Punjab",10 Marla,6,6,0,1,0,0,0,0,1,1,0,1,1,PKR4.9 Crore
"Ichhra, Lahore, Punjab",9 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR2 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR9.8 Crore
"Bahria Town, Lahore, Punjab",10 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR3.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,0,0,0,0,0,PKR6.2 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,0,0,1,1,PKR8.95 Crore
"Defence Road, Lahore, Punjab",1 Kanal,6,5,0,0,1,2,1,0,1,0,0,0,0,PKR5.25 Crore
"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,1,0,1,2,0,0,1,0,0,1,0,PKR1.9 Crore
"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,0,0,1,1,1,0,0,0,0,0,0,PKR2 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,2,1,0,1,1,0,1,1,PKR3.85 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,0,0,1,1,PKR8.3 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR11 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR8.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,32,2,1,1,1,1,0,1,1,PKR6.9 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR8.9 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR6.7 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR8.5 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,9,8,1,1,1,2,1,1,1,1,0,1,1,PKR14 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,1,1,0,1,1,0,1,1,PKR7.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR10.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR11.75 Crore
"DHA Defence, Lahore, Punjab",5 Marla,5,3,1,1,2,2,1,0,1,1,0,1,1,PKR1.85 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR7.25 Crore
"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,1,0,1,2,1,0,1,0,0,0,1,PKR2.17 Crore
"Central Park Housing Scheme, Lahore, Punjab",10 Marla,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR2.5 Crore
"Harbanspura, Lahore, Punjab",1 Kanal,7,6,1,1,1,2,1,0,1,0,0,0,1,PKR6 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,1,1,PKR8.65 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,2,2,1,0,1,0,0,1,1,PKR7.85 Crore
"Bahria Town, Lahore, Punjab",5 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR2.1 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,1,1,0,1,1,0,1,1,PKR7.5 Crore
"Baghbanpura, Lahore, Punjab",3 Marla,2,5,1,0,1,2,1,0,0,0,0,0,1,PKR80 Lakh
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,2,1,0,1,1,0,1,1,PKR4.35 Crore
"Wapda Town, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,0,0,0,0,1,PKR6 Crore
"Wapda Town, Lahore, Punjab",1 Kanal,5,5,0,1,0,2,0,0,0,0,0,0,1,PKR4.7 Crore
"Wapda Town, Lahore, Punjab",10 Marla,6,5,0,1,1,0,1,0,1,0,0,0,1,PKR4.75 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,2,2,1,1,1,1,0,1,1,PKR5.25 Crore
"Mian Amiruddin Park, Lahore, Punjab",3 Marla,3,3,0,0,0,2,0,0,0,0,0,0,1,PKR1 Crore
"Bahria Town, Lahore, Punjab",5 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR1.9 Crore
"Bahria Town, Lahore, Punjab",5 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR2.25 Crore
"Bahria Town, Lahore, Punjab",10 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR3.5 Crore
"Bahria Town, Lahore, Punjab",10 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR3.5 Crore
"Bahria Town, Lahore, Punjab",10 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR3.5 Crore
"Bahria Orchard, Lahore, Punjab",5 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR1.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR9.5 Crore
"Bahria Town, Lahore, Punjab",5 Marla,-,3,0,0,1,1,1,0,1,0,0,0,1,PKR2.5 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,5,1,1,1,1,1,1,1,1,0,1,1,PKR18.5 Crore
"Bahria Town, Lahore, Punjab",5 Marla,3,3,0,0,1,2,1,0,1,0,0,0,1,PKR2.5 Crore
"Central Park Housing Scheme, Lahore, Punjab",5 Marla,4,4,0,0,1,2,1,0,1,0,0,0,0,PKR1.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR9.8 Crore
"Cavalry Ground, Lahore, Punjab",8 Marla,5,5,1,1,1,1,1,0,0,0,0,0,1,PKR3.65 Crore
"Chinar Bagh, Lahore, Punjab",1 Kanal,-,9,1,0,0,2,1,0,1,0,0,1,1,PKR4.5 Crore
"Kahna, Lahore, Punjab",5 Marla,3,2,0,0,0,0,0,0,0,0,1,0,0,PKR65 Lakh
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,1,0,0,1,1,1,1,0,1,1,PKR1.94 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,1,1,0,1,0,0,1,0,PKR6.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,1,1,0,1,0,0,1,0,PKR6.99 Crore
"Wapda Town, Lahore, Punjab",5 Marla,3,3,0,1,0,2,1,0,1,0,0,0,1,PKR2.35 Crore
"Bahria Orchard, Lahore, Punjab",8 Marla,6,6,0,0,1,1,0,0,0,0,0,0,0,PKR2.6 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,2,2,1,0,0,0,0,0,0,PKR14 Crore
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,0,0,2,1,0,0,0,0,0,1,PKR1.8 Crore
"DHA 11 Rahbar, Lahore, Punjab",5 Marla,3,3,1,0,1,1,1,0,0,0,0,0,1,PKR1.9 Crore
"Bahria Orchard, Lahore, Punjab",5 Marla,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR1.6 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,3,1,1,1,1,0,1,1,PKR7.5 Crore
"Park View City, Lahore, Punjab",5 Marla,4,4,1,0,0,2,1,0,0,0,0,0,0,PKR1.95 Crore
"Al Rehman Garden, Lahore, Punjab",3 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR85 Lakh
"Al Rehman Garden, Lahore, Punjab",5 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.6 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR8.5 Crore
"Al Rehman Garden, Lahore, Punjab",6 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.85 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR7 Crore
"Ferozepur Road, Lahore, Punjab",3 Marla,3,3,0,0,1,1,1,0,1,0,0,0,1,PKR90 Lakh
"Multan Road, Lahore, Punjab",5 Marla,4,4,0,0,1,2,1,0,1,0,0,0,1,PKR1.26 Crore
"DHA Defence, Lahore, Punjab",5 Marla,4,3,1,0,0,0,1,0,0,0,0,0,0,PKR2.25 Crore
"Bahria Town, Lahore, Punjab",5 Marla,5,3,0,0,1,1,0,0,0,0,0,0,0,PKR2.25 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,0,0,2,1,0,1,0,0,0,0,PKR3.1 Crore
"Formanites Housing Scheme, Lahore, Punjab",3 Marla,6,5,1,0,0,3,1,0,1,0,0,0,1,PKR1.15 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.5 Crore
"Bahria Town, Lahore, Punjab",13 Marla,6,5,1,0,0,2,1,0,1,0,0,0,1,PKR5.8 Crore
"GT Road, Lahore, Punjab",4 Marla,4,3,1,0,0,2,1,0,0,0,0,0,0,PKR1.45 Crore
"Johar Town, Lahore, Punjab",12 Marla,6,6,1,1,2,2,1,0,0,0,0,0,1,PKR6.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,0,0,0,0,0,PKR7 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,10,1,0,1,2,1,0,0,0,0,0,0,PKR16.5 Crore
"Model Town, Lahore, Punjab",4 Kanal,6,10,1,1,2,2,1,0,1,1,0,0,1,PKR26 Crore
"Paragon City, Lahore, Punjab",12.5 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR4.75 Crore
"Formanites Housing Scheme, Lahore, Punjab",10 Marla,5,4,1,0,1,2,1,0,1,0,0,1,0,PKR3.15 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,0,1,2,1,0,1,0,0,1,0,PKR4.1 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,0,1,1,0,1,1,PKR7.5 Crore
"State Life Housing Society, Lahore, Punjab",10 Marla,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR5.25 Crore
"State Life Housing Society, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,1,1,1,0,1,1,PKR6.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR6.3 Crore
"Johar Town, Lahore, Punjab",10.5 Marla,6,5,0,0,2,2,0,0,0,0,0,0,0,PKR3.99 Crore
"Al Faisal Town, Lahore, Punjab",3 Marla,4,3,1,0,0,2,0,0,0,0,0,0,1,PKR85 Lakh
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR6.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,0,0,0,0,0,PKR6.55 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,1,0,1,0,0,1,0,PKR7.2 Crore
"Raiwind Road, Lahore, Punjab",5 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR2.89 Crore
"DHA Defence, Lahore, Punjab",5 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,1,1,1,0,1,1,PKR7.86 Crore
"Paragon City, Lahore, Punjab",5 Marla,4,3,1,1,0,0,1,1,1,1,0,1,1,PKR1.85 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,6,1,1,0,0,1,0,1,1,0,1,1,PKR8.25 Crore
"GT Road, Lahore, Punjab",10 Marla,7,5,1,0,0,0,1,0,0,0,0,0,0,PKR2.75 Crore
"Raiwind Road, Lahore, Punjab",10 Marla,6,6,0,0,2,3,0,0,0,0,0,0,0,PKR4.6 Crore
"Bahria Town, Lahore, Punjab",10.6 Marla,6,5,1,0,0,2,1,0,1,0,0,0,0,PKR5.1 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,1,0,0,2,1,0,0,0,0,0,0,PKR5.25 Crore
"Jubilee Town, Lahore, Punjab",3 Marla,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.4 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,0,0,1,2,0,0,0,0,0,0,0,PKR5.85 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,1,2,1,0,0,0,0,0,0,PKR8.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,3,1,0,1,1,0,1,1,PKR7.5 Crore
"Garden Town, Lahore, Punjab",3 Kanal,6,8,0,0,0,0,0,0,0,0,1,0,0,PKR21 Crore
"Bahria Orchard, Lahore, Punjab",5 Marla,5,3,1,1,2,2,1,1,1,1,0,1,1,PKR1.58 Crore
"Cavalry Extension, Lahore, Punjab",5 Marla,3,3,1,1,0,0,1,1,1,1,0,1,1,PKR1.7 Crore
"Al Rehman Garden, Lahore, Punjab",5 Marla,6,5,1,0,0,2,1,0,1,0,0,0,0,PKR1.55 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,7,7,0,0,3,2,1,0,1,1,0,0,0,PKR23 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR6.65 Crore
"State Life Housing Society, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR6 Crore
"Johar Town, Lahore, Punjab",7 Marla,6,7,0,0,3,3,0,0,0,0,0,0,0,PKR4.25 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR6.7 Crore
"State Life Housing Society, Lahore, Punjab",10 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR3.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR6.9 Crore
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,1,0,1,1,0,1,1,0,0,1,PKR2.5 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,6,6,1,1,2,2,1,1,1,1,0,1,1,PKR42 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,1,1,1,0,1,1,PKR6.36 Crore
"New Lahore City, Lahore, Punjab",5 Marla,4,4,0,0,1,2,1,0,1,0,0,0,1,PKR1.5 Crore
"Thokar Niaz Baig, Lahore, Punjab",3 Marla,3,3,0,0,1,1,1,0,1,0,0,0,1,PKR81 Lakh
"Park View City, Lahore, Punjab",5 Marla,4,4,0,0,1,2,1,0,1,0,0,0,1,PKR1.65 Crore
"Harbanspura Road, Lahore, Punjab",3 Marla,2,1,0,0,1,1,1,0,0,0,0,0,0,PKR45 Lakh
"GT Road, Lahore, Punjab",4 Marla,4,3,1,0,1,2,1,0,1,0,0,0,0,PKR1.1 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,1,1,3,3,1,1,1,1,0,1,1,PKR7.15 Crore
"DHA Defence, Lahore, Punjab",1.2 Kanal,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR11.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,5,5,1,1,3,3,1,1,1,1,0,1,1,PKR7.7 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR8.5 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,2,0,0,0,0,0,0,0,PKR7.75 Crore
"Hamza Town, Lahore, Punjab",3 Marla,3,3,1,0,0,2,0,0,0,0,0,0,0,PKR62 Lakh
"Hamza Town, Lahore, Punjab",5 Marla,3,2,1,0,0,1,1,0,1,0,0,0,0,PKR78 Lakh
"Hamza Town, Lahore, Punjab",5 Marla,3,2,1,0,0,1,1,0,1,0,0,0,0,PKR83 Lakh
"Hamza Town, Lahore, Punjab",3 Marla,2,1,1,0,0,1,0,0,0,0,0,0,0,PKR41.5 Lakh
"Hamza Town, Lahore, Punjab",3 Marla,1,1,1,0,0,1,0,0,0,0,0,0,0,PKR42 Lakh
"State Life Housing Society, Lahore, Punjab",10 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR3.6 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,1,0,1,1,PKR13.5 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,4,0,0,1,2,0,0,0,0,0,0,0,PKR3.65 Crore
"Bahria Town, Lahore, Punjab",8 Marla,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR3.2 Crore
"DHA Defence, Lahore, Punjab",10 Marla,6,4,0,0,0,1,0,0,0,0,0,0,0,PKR4.23 Crore
"Bahria Town, Lahore, Punjab",10 Marla,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR3.3 Crore
"Bahria Town, Lahore, Punjab",1 Kanal,5,5,1,1,0,2,1,0,1,0,0,0,0,PKR10.5 Crore
"Bahria Town, Lahore, Punjab",11 Marla,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.8 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR35 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,7,6,1,1,1,1,1,1,1,1,0,1,1,PKR21 Crore
"Multan Road, Lahore, Punjab",3 Marla,3,3,0,0,1,1,1,0,1,0,0,0,1,PKR90 Lakh
"Bahria Town, Lahore, Punjab",5 Marla,5,3,1,1,1,1,1,0,1,1,0,1,1,PKR1.7 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR14.85 Crore
"Formanites Housing Scheme, Lahore, Punjab",10 Marla,6,5,1,0,1,2,1,0,1,0,0,0,1,PKR3.7 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,1,1,0,1,1,0,1,1,PKR7.25 Crore
"Paragon City, Lahore, Punjab",4 Marla,4,3,1,0,0,2,1,0,1,0,0,0,0,PKR1.8 Crore
"TIP Housing Society, Lahore, Punjab",10 Marla,5,4,1,0,0,0,1,0,0,0,0,0,0,PKR3.5 Crore
"Raiwind Road, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR4.5 Crore
"DHA Defence, Lahore, Punjab",1.1 Kanal,6,5,1,0,1,2,1,0,0,0,0,0,0,PKR11 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,0,1,2,1,0,0,0,0,0,0,PKR5.5 Crore
"Bahria Orchard, Lahore, Punjab",10 Marla,-,-,0,0,0,0,0,0,0,0,0,0,0,PKR2.85 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,1,1,0,0,0,0,0,0,PKR11.85 Crore
"Cavalry Extension, Lahore, Punjab",5 Marla,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR1.95 Crore
"Raiwind Road, Lahore, Punjab",3 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.3 Crore
"Valencia Housing Society, Lahore, Punjab",2 Kanal,6,7,1,1,2,3,1,1,1,1,0,1,1,PKR14.5 Crore
"Bahria Town, Lahore, Punjab",1 Kanal,5,5,1,1,0,2,1,0,1,0,0,0,0,PKR8.5 Crore
"Bahria Town, Lahore, Punjab",1 Kanal,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7 Crore
"Bedian Road, Lahore, Punjab",3 Marla,4,3,0,0,1,2,0,0,0,0,0,0,0,PKR55 Lakh
"Central Park Housing Scheme, Lahore, Punjab",10 Marla,6,6,0,0,0,2,0,0,0,0,0,0,0,PKR2.65 Crore
"Bedian Road, Lahore, Punjab",3 Marla,4,3,1,1,1,2,1,0,0,0,0,0,1,PKR65 Lakh
"New Lahore City, Lahore, Punjab",3 Marla,3,3,0,0,1,1,1,0,0,0,0,0,0,PKR90 Lakh
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR5.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR5.8 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,1,1,0,1,0,0,1,0,PKR8.65 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,1,1,1,0,1,0,0,1,0,PKR7.61 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR4.8 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR2.9 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR8.95 Crore
"Nasheman-e-Iqbal, Lahore, Punjab",1 Kanal,-,7,0,0,1,2,0,0,0,0,0,0,0,PKR4.9 Crore
"Park View City, Lahore, Punjab",5 Marla,4,4,0,1,0,2,1,0,1,0,0,0,1,PKR1.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,7,0,0,0,3,0,0,0,0,0,0,0,PKR13 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR5.5 Crore
"Bahria Town, Lahore, Punjab",10 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR2.6 Crore
"DHA Defence, Lahore, Punjab",10 Marla,5,4,1,1,1,1,1,0,1,0,0,0,1,PKR4.7 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,6,1,0,1,2,1,0,0,0,0,0,0,PKR5.25 Crore
"Wapda Town, Lahore, Punjab",1 Kanal,6,6,1,1,1,3,1,1,1,1,0,1,1,PKR6.15 Crore
"Valencia Housing Society, Lahore, Punjab",1 Kanal,6,7,1,1,0,3,1,1,1,1,0,1,1,PKR5 Crore
"Raiwind Road, Lahore, Punjab",1 Kanal,6,5,1,1,0,3,1,1,1,1,0,1,1,PKR8.49 Crore
"Wapda Town, Lahore, Punjab",2 Kanal,6,7,1,1,1,2,1,0,1,1,0,1,1,PKR11 Crore
"DHA Defence, Lahore, Punjab",2 Kanal,8,7,1,1,1,3,1,1,1,1,0,1,1,PKR37 Crore
"DHA Defence, Lahore, Punjab",10 Marla,4,4,1,1,1,3,1,0,1,0,0,0,1,PKR7.75 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,0,2,2,1,0,1,1,0,1,1,PKR6.95 Crore
"DHA Defence, Lahore, Punjab",1 Kanal,6,5,1,1,2,2,1,0,1,1,0,1,1,PKR7 Crore
"Bahria Town, Lahore, Punjab",5 Marla,4,3,1,1,0,1,1,1,1,1,0,1,1,PKR2.4 Crore
"State Life Housing Society, Lahore, Punjab",1 Kanal,-,-,1,1,1,2,1,1,1,1,0,1,1,PKR4.7 Crore
